Index,Kelas,Skenario,Deletion (↓),Insertion (↑),Robustness (↑),Sparsity (↑),Cost (Sec) (↓)
711,MildDemented,SCN-02: LIME (n=2000),0.10684557229414432,0.06002482738988925,0.9150247471053528,0.17362882653061223,32.26328086853027
711,MildDemented,SCN-03: SHAP (e=100),0.20661840747197863,0.1319956145482138,0.9000330696954585,0.125,1.5171239376068115
711,MildDemented,SCN-03: SHAP (e=500),0.14450427534320626,0.13699825182054326,0.9220921691767148,0.140625,6.930177211761475
711,MildDemented,SCN-03: SHAP (e=2000),0.14770675056497568,0.24646300524473191,0.9350482250625958,0.0625,28.062280416488647
604,MildDemented,SCN-01: Grad-CAM,0.3303540392037814,0.9323563203215599,0.9125949144363403,0.6647002551020408,0.028967618942260742
604,MildDemented,SCN-02: LIME (n=100),0.778866596519947,0.34346703006488044,0.8558118658174517,0.09486607142857142,1.9944829940795898
604,MildDemented,SCN-02: LIME (n=500),0.7163088573142886,0.41014227451921675,0.8808794921274686,0.12400350765306123,7.912073373794556
604,MildDemented,SCN-02: LIME (n=2000),0.28093048564187484,0.651350047388439,0.8983426155641229,0.03479751275510204,31.82166361808777
604,MildDemented,SCN-03: SHAP (e=100),0.25166616794140284,0.7398903992216218,0.9460191696446067,0.0625,1.5031120777130127
604,MildDemented,SCN-03: SHAP (e=500),0.27290241819573563,0.9525889024138451,0.9596978280506583,0.03125,6.804799795150757
604,MildDemented,SCN-03: SHAP (e=2000),0.09915644304614943,0.8997400030493736,0.95916513077877,0.0234375,27.614065170288086
460,MildDemented,SCN-01: Grad-CAM,0.14086703114228766,0.6525752577930689,0.9219452738761902,0.5310108418367347,0.029223203659057617
460,MildDemented,SCN-02: LIME (n=100),0.09196136344138313,0.07266779065844994,0.916674891751027,0.22829639668367346,2.029339075088501
460,MildDemented,SCN-02: LIME (n=500),0.07332710713276075,0.08124249327686865,0.9152141522346322,0.052614795918367346,8.0350341796875
460,MildDemented,SCN-02: LIME (n=2000),0.06274876559492905,0.060472142961573515,0.9252898378299805,0.14104352678571427,32.05986142158508
460,MildDemented,SCN-03: SHAP (e=100),0.20379558846734652,0.4151726036594482,0.9125816162333462,0.125,1.4725522994995117
